Spell Name;Description 1;Description 2;Description 3;Description 4;Description 5;Description 6;Description 7;Description 8;Description 9;Description 10;Description 11;Description 12;Extra;Mana Drain;WAR;CLR;PAL;RNG;SHD;DRU;MNK;BRD;ROG;SHM;NEC;WIZ;MAG;ENC;BST;Casting Time;Fizzle Time;Recovery Time;Indoor/Outdoor;Time;Location;Skill;Duration;Dur Formula;AoE Duration;Pos/Neg;Category;Attrib 1;Min 1;Max 1;Calc 1;Attrib 2;Min 2;Max 2;Calc 2;Attrib 3;Min 3;Max 3;Calc 3;Attrib 4;Min 4;Max 4;Calc 4;Attrib 5;Min 5;Max 5;Calc 5;Attrib 6;Min 6;Max 6;Calc 6;Attrib 7;Min 7;Max 7;Calc 7;Attrib 8;Min 8;Max 8;Calc 8;Attrib 9;Min 9;Max 9;Calc 9;Attrib 10;Min 10;Max 10;Calc 10;Attrib 11;Min 11;Max 11;Calc 11;Attrib 12;Min 12;Max 12;Calc 12;Reagent 1;Quantity 1;Reageant 2;Quantity 2;Reageant 3;Quantity 3;Reageant 4;Quantity 4;Focus 1;Focus 2;Resistance;Target;Resist Adj;Gem;Range;AoE Range;Back Range;Up Range;Spell ID;You Cast;Someone Casts;Cast on You;Cast on Someone;Spell Fades;
Glimpse;Increase Magnification by 55% (L4);;;;;;;;;;;;;5;61;61;61;9;61;61;61;61;61;61;61;4;61;61;61;1.50;2.25;12.0;;;None;Divination;0;5;0;0;Sense;Magnification;55;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2104;0;0;0;0;51;;;Your eyes feel stronger.;'s eyes gleam.;Your vision fades.;
Abundant Drink;Summoning Globe of Water (Summoned);;;;;;;;;;;;;25;61;29;61;61;61;61;61;61;61;61;61;61;61;61;61;4.0;2.25;0.0;;;None;Conjuration;0;0;0;0;Summoning;Summon Item;13079;20;x 4;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2106;0;0;0;0;52;;;;;;
Abundant Food;Summoning Black Bread (Summoned);;;;;;;;;;;;;25;61;34;61;61;61;61;61;61;61;61;61;61;61;61;61;4.0;2.25;0.0;;;None;Conjuration;0;0;0;0;Summoning;Summon Item;13078;20;x 4;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2106;0;0;0;0;53;;;;;;
Frost Bolt;Decrease Hit Points (HP) from 4 (L1) to 7 (L6);;;;;;;;;;;;;10;61;61;61;61;61;61;61;61;61;61;61;1;61;61;61;1.80;2.50;0.0;;;None;Evocation;0;0;0;0;Freezing;Hit Points (HP);-4;7;min + level /  2;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Cold;Projectile Aim;25;2053;300;0;0;0;54;;;You are chilled by a bolt of frost.; is chilled by a bolt of frost.;;
Cornucopia;Summoning Black Bread (Summoned);;;;;;;;;;;;;25;61;61;61;61;61;61;61;61;61;61;61;61;24;61;61;4.0;2.25;0.0;;;None;Conjuration;0;0;0;0;Summoning;Summon Item;13078;20;min + level /  5;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2106;0;0;0;0;55;;;;;;
Everfount;Summoning Globe of Water (Summoned);;;;;;;;;;;;;25;61;61;61;61;61;61;61;61;61;61;61;61;24;61;61;4.0;2.25;0.0;;;None;Conjuration;0;0;0;0;Summoning;Summon Item;13079;20;min + level /  5;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2106;0;0;0;0;56;;;;;;
Firestrike;Decrease Hit Points (HP) from 282 (L39) to 302 (L44);;;;;;;;;;;;;155;61;61;61;52;61;39;61;61;61;61;61;61;61;61;61;4.60;2.50;0.0;;;None;Evocation;0;0;0;0;Fire Attack;Hit Points (HP);-126;302;min + level *  4;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Fire;All;15;2052;200;0;0;0;57;;;You feel your skin ignite.;'s skin ignites.;;
Elementalkin: Earth;Summons a Earth Elemental Type 2;;;;;;;;;;;;SumEarthR2;40;61;61;61;61;61;61;61;61;61;61;61;61;4;61;61;6.0;2.25;0.0;;;None;Conjuration;0;0;0;0;Summoning;Summon Pet;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;Malachite;1;;1;;1;;1;Shovel of Ponz;;None;Self;25;2106;0;0;0;0;58;;;;;;
Panic the Dead;Fear + 4 levels;;;;;;;;;;;;;50;61;29;61;61;54;61;61;61;61;61;29;61;61;61;61;2.0;2.25;4.0;;;None;Alteration;9;2;0;0;Fear;Fear;4;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;Undead;25;2116;200;0;0;0;59;;;Your bones tingle.; has the fear of life put into them.;;
Resist Fire;Increase Fire Resist from 34 (L24) to 40 (L30);;;;;;;;;;;;;50;61;34;61;49;61;24;61;61;61;29;61;61;61;61;61;4.50;2.25;0.0;;;None;Abjuration;360;3;0;0;Buffing;Fire Resist;10;40;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;25;2056;100;0;0;0;60;;;You feel resistant to fire.; is resistant to fire.;Your fire resistance fades.;
Resist Cold;;;;;Increase Cold Resist from 39 (L24) to 40 (L25);;;;;;;;;50;61;39;61;55;39;34;61;61;61;24;24;61;61;61;61;4.50;2.25;0.0;;;None;Abjuration;360;3;0;0;Buffing;Charisma;0;0;;Charisma;0;0;;Charisma;0;0;;Charisma;0;0;;Cold Resist;15;40;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;15;2056;100;0;0;0;61;;;You feel resistant to cold.; is resistant to cold.;Your cold resistance fades.;
Resist Poison;;;;;Increase Poison Resist by 40 (L34);;;;;;;;;50;61;34;61;61;61;44;61;61;61;39;61;61;61;61;54;4.50;2.25;0.0;;;None;Abjuration;360;3;0;0;Buffing;Charisma;0;0;;Charisma;0;0;;Charisma;0;0;;Charisma;0;0;;Poison Resist;10;40;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;5;2056;100;0;0;0;62;;;You feel resistant to poison.; is resistant to poison.;Your poison resistance fades.;
Resist Disease;Increase Disease Resist by 40 (L34);;;;;;;;;;;;;50;61;39;51;61;61;44;61;61;61;34;34;61;61;61;61;4.50;2.25;0.0;;;None;Abjuration;360;3;0;0;Buffing;Disease Resist;10;40;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;5;2056;100;0;0;0;63;;;You feel resistant to disease.; is resistant to disease.;Your disease resistance fades.;
Resist Magic;Increase Magic Resist by 40 (L39);;;;;;;;;;;;;85;61;44;55;61;61;49;61;61;61;44;61;61;61;39;61;4.50;2.25;0.0;;;None;Abjuration;360;3;0;0;Buffing;Magic Resist;10;40;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;5;2056;100;0;0;0;64;;;You feel resistant to magic.; is resistant to magic.;Your magic resistance fades.;
Major Shielding;Increase Total Hit Points from 69 (L24) to 75 (L30);Increase Armor Class (AC) from 17 (L24) to 18 (L28);Increase Magic Resist by 14 (L24);;;;;;;;;;;80;61;61;61;61;61;61;61;61;61;61;24;24;24;24;61;5.0;2.25;0.0;;;None;Abjuration;450;3;0;0;Buffing;Total Hit Points;45;75;min + level;Armor Class (AC);32;60;min + level;Magic Resist;3;14;min + level /  2;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2045;0;0;0;0;65;;;You feel armored.;;Your shielding fades.;
Greater Shielding;Increase Total Hit Points from 94 (L34) to 100 (L40);Increase Armor Class (AC) from 21 (L34) to 23 (L39);Increase Magic Resist by 16 (L34);;;;;;;;;;;120;61;61;61;61;61;61;61;61;61;61;34;34;34;34;61;6.0;2.25;0.0;;;None;Abjuration;540;3;0;0;Buffing;Total Hit Points;60;100;min + level;Armor Class (AC);36;75;min + level;Magic Resist;2;16;min + level /  2;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2045;0;0;0;0;66;;;You feel armored.;;Your shielding fades.;
Arch Shielding;Increase Total Hit Points from 144 (L44) to 150 (L50);Increase Armor Class (AC) from 26 (L44) to 27 (L48);Increase Magic Resist by 20 (L44);;;;;;;;;;;200;61;61;61;61;61;61;61;61;61;61;44;44;44;44;61;12.0;2.25;0.0;;;None;Abjuration;720;3;0;0;Buffing;Total Hit Points;100;150;min + level;Armor Class (AC);42;90;min + level;Magic Resist;1;20;min + level /  2;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;5;2045;0;0;0;0;67;;;You feel armored.;;Your shielding fades.;
Bolt of Flame;Decrease Hit Points (HP) from 146 (L20) to 156 (L25);;;;;;;;;;;;;105;61;61;61;61;61;61;61;61;61;61;61;61;20;61;61;3.25;2.50;0.0;;;None;Evocation;0;0;0;0;Combustion;Hit Points (HP);-106;156;min + level *  2;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Fire;Projectile Aim;25;2052;300;0;0;0;68;;;A stream of fire washes over you.; is bathed in fire.;;
Cinder Bolt;Decrease Hit Points (HP) from 319 (L34) to 333 (L39);;;;;;;;;;;;;175;61;61;61;61;61;61;61;61;61;61;61;61;34;61;61;5.0;2.50;0.0;;;None;Evocation;0;0;0;0;Combustion;Hit Points (HP);-217;333;min + level *  3;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Fire;Projectile Aim;25;2052;300;0;0;0;69;;;A stream of fire washes over you.; is bathed in fire.;;
Lava Bolt;Decrease Hit Points (HP) by 810 (L49);;;;;;;;;;;;;300;61;61;61;61;61;61;61;61;61;61;61;61;49;61;61;7.0;2.50;0.0;;;None;Evocation;0;0;0;0;Combustion;Hit Points (HP);-810;810;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Fire;Projectile Aim;0;2052;300;0;0;0;70;;;A stream of fire washes over you.; is bathed in fire.;;
Anarchy;Decrease Hit Points (HP) from 273 (L34) to 288 (L39);Stuns target;;;;;;;;;;;;160;61;61;61;61;61;61;61;61;61;61;61;61;61;34;61;4.60;2.50;8.0;;;None;Evocation;0;0;0;0;Striking;Hit Points (HP);-171;288;min + level *  3;Stuns;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;25;2119;200;0;1;0;71;;;Your world dissolves into anarchy.;'s world dissolves into anarchy.;;
Group Resist Magic;Increase Magic Resist from 54 (L49) to 55 (L50);;;;;;;;;;;;;200;61;61;61;61;61;61;61;61;61;61;61;61;61;49;61;6.0;2.25;0.0;;;None;Abjuration;360;3;0;0;Buffing;Magic Resist;5;55;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Full Group;0;2012;100;60;0;0;72;;;You feel protected from magic.; is resistant to magic.;Your protection fades.;
Gravity Flux;Decrease Hit Points (HP) from 209 (L39) to 220 (L50);Throw Into Sky;;;;;;;;;;;;337;61;61;61;61;61;61;61;61;61;61;61;44;61;39;61;5.90;2.50;10.0;;;None;Alteration;0;0;5;0;Levitation;Hit Points (HP);-170;220;min + level;Throw Into Sky;-100;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;Target Based AoE;5;2099;200;35;1;10;73;;;You experience chaotic weightlessness.; rises chaotically into the air.;;
Mana Sieve;Decrease Mana from 214 (L34) to 370 (L60);;;;;;;;;;;;;150;61;61;61;61;61;61;61;61;61;61;61;61;61;34;61;3.0;2.25;8.0;;;None;Alteration;0;0;0;0;Bugs/Misc;Mana;-10;370;x 6;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;25;2059;200;0;0;0;74;;;You feel your mental energies slip away.; staggers with mental anguish.;;
Sicken;Adding 1 Disease counters;DoT for 42 Hit Points (HP) in 21 ticks;Decrease Current Hitpoints by 8 (L5);;;;;;;;;;;30;61;61;61;61;61;61;61;61;61;5;61;61;61;61;15;1.75;2.50;0.0;;;None;Conjuration;21;8;0;0;Poison Atk;Disease;1;0;;Hit Points (HP);-2;0;;Current Hitpoints;-8;8;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Disease;All;25;2050;200;0;0;0;75;;;You feel feverish.; sweats and shivers, looking feverish.;Your fever has broken.;
Ensnaring Roots;Decrease Current Hitpoints from 34 (L24) to 60 (L50);Root;;;;;;;;;;;;60;61;61;61;49;61;24;61;61;61;61;61;61;61;61;61;2.50;2.50;0.0;;;None;Alteration;16;2;0;0;Root;Current Hitpoints;-10;60;min + level;Root;-10000;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;25;2057;200;0;0;0;76;;;Your feet become entwined.; is entwined by roots.;The roots fall from your feet.;
Engulfing Roots;Decrease Current Hitpoints from 157 (L49) to 160 (L50);Root;;;;;;;;;;;;100;61;61;61;61;61;49;61;61;61;61;61;61;61;61;61;2.50;2.50;0.0;;;None;Alteration;30;8;0;0;Root;Current Hitpoints;-10;160;min + level *  3;Root;-10000;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;0;2057;200;0;0;0;77;;;Your feet become entwined.; is entwined by roots.;The roots fall from your feet.;
Immolate;Decrease Armor Class (AC) from 12 (L29) to 18 (L50);DoT for 240 Hit Points (HP) in 10 ticks;;;;;;;;;;;;120;61;61;61;49;61;29;61;61;61;61;61;61;61;61;61;3.50;2.50;0.0;;;None;Evocation;10;1;0;0;Fire Attack;Armor Class (AC);-10;60;min + level;Hit Points (HP);-24;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;Fire Beetle Eye;;Fire;All;25;2052;200;0;0;0;78;;;You are surrounded by blazing flames.; is surrounded by blazing flames.;The flames are extinguished.;
Spirit Sight;See Invisible;;;;;;;;;;;;;20;61;61;61;61;61;61;61;61;61;9;61;61;61;61;30;2.0;2.25;0.0;;;None;Divination;270;11;0;0;Sense;See Invisible;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;25;2115;100;60;0;0;79;;;Your eyes tingle.;'s eyes tingle.;Your eyes stop tingling.;
See Invisible;See Invisible;;;;;;;;;;;;;25;61;61;61;39;61;14;61;61;61;61;61;4;16;8;61;2.0;2.25;0.0;;;None;Divination;270;11;0;0;Sense;See Invisible;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;25;2115;100;60;0;0;80;;;Your eyes tingle.;;Your eyes stop tingling.;
Phantom Chain;;Regeneration for 1100 Hit Points (HP) in 550 ticks;;Increase Armor Class (AC) from 12 (L29) to 14 (L34);;;;;;;;;;100;61;61;61;61;61;61;61;61;61;61;61;61;29;61;61;5.0;2.25;0.0;;;None;Abjuration;550;3;0;0;Buffing;Charisma;0;0;;Hit Points (HP);2;0;;Charisma;0;0;;Armor Class (AC);11;45;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;Cat's Eye Agate;2;;1;;1;;1;;;None;Self;25;2045;0;0;0;0;81;;;You are covered in illusionary chainmail armor.; dons chainmail armor.;Your illusionary armor fades.;
Phantom Plate;;Regeneration for 2160 Hit Points (HP) in 720 ticks;;Increase Armor Class (AC) from 17 (L44) to 18 (L48);;;;;;;;;;200;61;61;61;61;61;61;61;61;61;61;61;61;44;61;61;6.0;2.25;0.0;;;None;Abjuration;720;3;0;0;Buffing;Charisma;0;0;;Hit Points (HP);3;0;;Charisma;0;0;;Armor Class (AC);36;60;min + level /  2;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;Cat's Eye Agate;3;;1;;1;;1;;;None;Self;5;2045;0;0;0;0;82;;;You are covered in illusionary platemail armor.; dons platemail armor.;Your illusionary armor fades.;
Rain of Fire;Decrease Hit Points (HP) by 75 (L20);;;;;;;;;;;;;125;61;61;61;61;61;61;61;61;61;61;61;61;20;61;61;3.50;2.50;12.0;;;None;Evocation;0;0;7500;0;DoT;Hit Points (HP);-75;56;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Fire;Target Based AoE;25;2063;150;20;0;0;83;;;Your skin blisters as fire rains down from above.;'s skin blisters as fire rains down from above.;;
Shifting Sight;Bind Sight;Increase Stamina Loss by 2 (L20);Infravision;;;;;;;;;;;30;61;61;61;61;61;61;61;61;61;61;61;39;61;20;61;4.0;2.25;0.0;;;None;Divination;0;10;0;0;Magic/Light;Bind Sight;1;0;;Stamina Loss;2;0;;Infravision;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;15;2115;10000;0;0;0;84;;;You shift your sight.;'s eyes gleam and then go dark.;Your shifting sight ends.;
Firestorm;Decrease Hit Points (HP) by 28 (L12);;;;;;;;;;;;;62;61;61;61;61;61;61;61;61;61;61;61;12;61;61;61;2.50;2.50;12.0;;;None;Evocation;0;0;7500;0;DoT;Hit Points (HP);-28;28;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Fire;Target Based AoE;25;2063;150;25;0;0;85;;;Your skin blisters as fire rains down from above.;'s skin blisters as fire rains down from above.;;
Enduring Breath;Water Breathing;;;;;;;;;;;;;35;61;61;61;22;61;9;61;61;61;14;61;61;61;12;61;4.0;2.25;0.0;;;None;Alteration;270;3;0;0;Magic/Light;Water Breathing;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;Fish Scales;1;;1;;1;;1;;;None;All;25;2055;100;0;0;0;86;;;You feel no need to breathe.; doesn't seem to be breathing anymore.;You resume breathing.;
Lay on Hands;Increase Hit Points (HP) from 33 (L1) to 1921 (L60);;;;;;;;;;;;;0;61;61;1;61;61;61;61;61;61;61;61;61;61;61;61;0.0;2.50;4320.0;;;None;Instantaneous;0;0;0;0;Healing;Hit Points (HP);1;0;x 32;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;0;2051;50;0;0;0;87;Your hands shimmer with holy light.;'s hands shimmer with holy light.;You feel a healing touch.; feels a healing touch.;;
Harm Touch;Decrease Hit Points (HP) from 11 (L1) to 601 (L60);;;;;;;;;;;;;0;61;61;61;61;1;61;61;61;61;61;61;61;61;61;61;0.0;2.50;4320.0;;;None;Instantaneous;0;0;0;0;Hand Skill;Hit Points (HP);-1;0;x 10;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;25;2119;50;0;0;0;88;Your hands glow with malignant power.;'s hands glow with malignant power.;You writhe in the grip of agony.; writhes in the grip of agony.;;
Daring;Increase Armor Class (AC) from 8 (L19) to 9 (L26);Increase Total Hit Points from 84 (L19) to 125 (L60);Increase Current Hitpoints from 84 (L19) to 125 (L60);;;;;;;;;;;60;61;19;39;61;61;61;61;61;61;61;61;61;61;61;61;2.50;2.50;0.0;;;None;Abjuration;360;3;0;0;Buffing;Armor Class (AC);17;30;min + level /  2;Total Hit Points;65;0;min + level;Current Hitpoints;65;0;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;25;2056;100;0;0;0;89;;;You feel daring.; looks daring.;You no longer feel daring.;
Shadow Sight;Ultravision;;;;;;;;;;;;;50;61;61;61;61;49;61;61;61;61;61;24;61;61;61;61;3.0;2.25;0.0;;;None;Divination;270;3;0;0;Sense;Ultravision;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2104;100;0;0;0;90;;;The shadows fade.;'s eyes glow violet.;Your shadow sight fades.;
Ignite;Decrease Hit Points (HP) from 32 (L9) to 37 (L14);;;;;;;;;;;;;30;61;61;61;22;61;9;61;61;61;61;61;61;61;61;61;2.10;2.50;0.0;;;None;Evocation;0;0;0;0;Combustion;Hit Points (HP);-23;37;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Fire;All;25;2052;200;0;0;0;91;;;You feel your skin ignite.;'s skin ignites.;;
Burst of Fire;Decrease Hit Points (HP) from 12 (L5) to 15 (L10);;;;;;;;;;;;;15;61;61;61;15;61;5;61;61;61;61;61;61;61;61;61;1.75;2.50;0.0;;;None;Evocation;0;0;0;0;Combustion;Hit Points (HP);-10;15;min + level /  2;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Fire;All;25;2052;200;0;0;0;92;;;You feel your skin singe as the Burst of Fire hits you.; singes as the Burst of Fire hits them.;;
Burst of Flame;Decrease Hit Points (HP) from 3 (L1) to 5 (L4);;;;;;;;;;;;;7;61;61;61;61;61;1;61;61;61;1;61;61;1;61;61;1.50;2.50;0.0;;;None;Evocation;0;0;0;0;Combustion;Hit Points (HP);-3;5;min + level /  2;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Fire;All;20;2052;200;0;0;0;93;;;You feel your skin singe as the Burst of Flame hits you.; singes as the Burst of Flame hits them.;;
Burn;Decrease Hit Points (HP) from 11 (L4) to 14 (L10);;;;;;;;;;;;;15;61;61;61;61;61;61;61;61;61;61;61;61;4;61;61;1.75;2.50;0.0;;;None;Evocation;0;0;0;0;Combustion;Hit Points (HP);-9;14;min + level /  2;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Fire;All;20;2052;200;0;0;0;94;;;You feel your skin blister and burn.;'s skin blisters and burns.;;
Counteract Poison;Removing 4 Poison counters;Removing 4 Poison counters;;;;;;;;;;;;50;61;24;39;61;61;29;61;61;61;29;61;61;61;61;61;4.0;2.25;0.0;;;None;Alteration;0;0;0;0;Healing;Poison;-4;0;;Poison;-4;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;25;2051;100;0;0;0;95;;;;;;
Counteract Disease;Removing 4 Disease counters;Removing 4 Disease counters;;;;;;;;;;;;50;61;29;56;61;61;29;61;61;61;24;39;61;61;61;49;4.0;2.25;0.0;;;None;Alteration;0;0;0;0;Healing;Disease;-4;0;;Disease;-4;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;15;2051;100;0;0;0;96;;;;;;
Abolish Poison;Removing 9 Poison counters;Removing 9 Poison counters;Removing 9 Poison counters;Removing 9 Poison counters;;;;;;;;;;100;61;49;61;61;61;61;61;61;61;61;61;61;61;61;61;6.0;2.25;0.0;;;None;Alteration;0;0;0;0;Healing;Poison;-9;0;;Poison;-9;0;;Poison;-9;0;;Poison;-9;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;0;2051;100;0;0;0;97;;;;;;
Abolish Disease;Removing 9 Disease counters;Removing 9 Disease counters;Removing 9 Disease counters;Removing 9 Disease counters;;;;;;;;;;100;61;61;61;61;61;61;61;61;61;49;61;61;61;61;61;6.0;2.25;0.0;;;None;Alteration;0;0;0;0;Healing;Disease;-9;0;;Disease;-9;0;;Disease;-9;0;;Disease;-9;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;0;2051;100;0;0;0;98;;;;;;
Creeping Crud;DoT for 210 Hit Points (HP) in 10 ticks;;;;;;;;;;;;;100;61;61;61;61;61;24;61;61;61;61;61;61;61;61;61;2.45;2.50;0.0;;;None;Conjuration;10;1;0;0;Bugs/Misc;Hit Points (HP);-21;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;25;2058;250;0;0;0;99;;;You feel the pain of a thousand stings.; is engulfed by a swarm.;The swarm departs.;
Summon Throwing Dagger;Summoning Throwing Dagger (Summoned);;;;;;;;;;;;;20;61;61;61;61;61;61;61;61;61;61;61;61;16;61;61;4.0;2.25;0.0;;;None;Conjuration;0;0;0;0;Summoning;Summon Item;8317;20;min + level /  4;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2106;0;0;0;0;100;;;;;;
