'Test''Test1''Spell Name','Description 1','Description 2','Description 3','Description 4','Extra','Mana Drain','WAR','CLR','PAL','RNG','SHD','DRU','MNK','BRD','ROG','SHM','NEC','WIZ','MAG','ENC','Casting Time','Fizzle Time','Recovery Time','Indoor/Outdoor','Location','Skill','Duration','Dur Formula','AoE Duration','Pos/Neg','Category','Attrib 1','Min 1','Max 1','Calc 1','Attrib 2','Min 2','Max 2','Calc 2','Attrib 3','Min 3','Max 3','Calc 3','Attrib 4','Min 4','Max 4','Calc 4','Reagent 1','Quantity 1','Reageant 2','Quantity 2','Reageant 3','Quantity 3','Reageant 4','Quantity 4','Focus 1','Focus 2','Resistance','Target','Resist Adj','Gem','Range','AoE Range','Back Range','Up Range'
'Sedulous Subversion','','Increase Mana by 150 (L56)','','','','400','61','61','61','61','61','61','61','61','61','61','56','61','61','61','3.0','2.25','8.0','','None','Alteration','0','0','0.0','42','Clarity','Charisma','0','0','','Mana','150','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','0','2076','200','0','0','0',
'Shadowbond','','','','Regeneration for 500 Hit Points (HP) in 4 ticks and adds it to yours','','10','61','61','61','61','61','61','61','61','61','61','54','61','61','61','2.0','2.50','21.0','','None','Alteration','4','1','0.0','42','Divine','Charisma','0','0','','Charisma','0','0','','Charisma','0','0','','Hit Points (HP)','125','0','','','1','','1','','1','','1','','','None','Drain','0','2051','100','0','0','0',
'Scent of Terris','Adding 9 Poison counters','Decrease Fire Resist from 33 (L52) to 36 (L58)','Decrease Poison Resist from 33 (L52) to 36 (L58)','Decrease Disease Resist from 33 (L52) to 36 (L58)','','200','61','61','61','61','61','61','61','61','61','61','52','61','61','61','3.0','2.25','6.0','','None','Alteration','0','9','0.0','42','Lifeforce','Poison','9','0','','Fire Resist','-7','36','min + level /  2','Poison Resist','-7','36','min + level /  2','Disease Resist','-7','36','min + level /  2','','1','','1','','1','','1','','','Poison','All','25','2121','200','0','0','0',
'Largarn's Lamentation','Stuns target for 8.0 (L55) seconds','','Decrease Mana by 75 (L55)','','','120','61','61','61','61','61','61','61','61','61','61','61','61','61','55','2.50','2.50','24.0','','None','Evocation','0','0','0.0','61','Stun','Stuns','8000','0','','Charisma','0','0','','Mana','-75','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','0','2059','200','0','1','0',
'Memory Flux','Wipe Hate List','','','','','350','61','61','61','61','61','61','61','61','61','61','61','61','61','55','2.50','2.25','12.0','','None','Alteration','0','0','0.0','59','Mem Blur','Wipe Hate List','1','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','0','2059','200','0','0','0',
'Bedlam','Increase Strength by 50 (L58)','Increase Absorb Damage by 350 (L58)','Decrease Agility by 25 (L58)','','','200','61','61','61','61','61','61','61','61','61','61','61','61','61','58','3.0','2.25','12.0','','None','Alteration','0','8','0.0','43','Attributes','Strength','50','50','','Absorb Damage','350','350','','Agility','-25','25','','','0','0','','','1','','1','','1','','1','','','None','All','0','2124','100','0','0','0',
'Forlorn Deeds','','Decrease Attack Speed for between 67% (L57) to 70% (L60)','','','','225','61','61','61','61','61','61','61','61','61','61','61','61','61','57','6.0','2.25','0.0','','None','Alteration','0','6','0.0','31','Bugs/Misc','Charisma','0','0','','Attack Speed','90','0','min + level','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','0','2054','250','0','0','0',
'Umbra','','','','Increase Armor Class (AC) by 23 (L57)','','80','61','61','61','61','61','61','61','61','61','61','61','61','61','57','7.0','2.25','0.0','','None','Abjuration','990','3','0.0','42','Buffing','Charisma','0','0','','Charisma','0','0','','Charisma','0','0','','Armor Class (AC)','75','65','','','1','','1','','1','','1','','','None','All','0','2056','100','0','0','0',
'Visions of Grandeur','Increase Absorb Damage by 450 (L60)','Increase Attack Speed by 70% (L60)','','Increase Attack (ATK) by 10 (L60)','','275','61','61','61','61','61','61','61','61','61','61','61','61','61','60','6.0','2.25','30.0','','None','Alteration','0','9','0.0','61','Root','Absorb Damage','450','450','','Attack Speed','170','170','','Charisma','0','0','','Attack (ATK)','10','0','','','1','','1','','1','','1','','','None','All','0','2054','100','0','0','0',
'Wonderous Rapidity','Increase Attack Speed by 70% (L58)','','','','','325','61','61','61','61','61','61','61','61','61','61','61','61','61','58','7.0','2.25','0.0','','None','Alteration','0','10','0.0','43','Root','Attack Speed','170','170','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','0','2054','100','0','0','0',
'Aanya's Quickening','Increase Attack Speed by 64% (L53)','','','','','275','61','61','61','61','61','61','61','61','61','61','61','61','61','53','4.0','2.25','0.0','','None','Alteration','240','3','0.0','43','Root','Attack Speed','164','164','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','0','2054','125','0','0','0',
'Dictate','Attempting to charm (16)','','','','','750','61','61','61','61','61','61','61','61','61','61','61','61','61','60','5.0','2.25','300.0','','None','Alteration','8','10','0.0','64','Calm','Charm','16','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','0','2059','200','0','0','0',
'Boltran's Agacerie','Attempting to charm (16)','','','','','600','61','61','61','61','61','61','61','61','61','61','61','61','61','61','6.0','2.25','0.0','','None','Alteration','0','10','0.0','44','Calm','Charm','16','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','0','2059','200','0','0','0',
'Boltran`s Agacerie','Attempting to charm (16)','','','','','400','61','61','61','61','61','61','61','61','61','61','61','61','61','53','4.0','2.25','0.0','','None','Alteration','0','8','0.0','49','Calm','Charm','16','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','0','2059','200','0','0','0',
'Wind of Tishanian','Adding 1 Poison counters','Decrease Magic Resist by 40 (L60)','','','','70','61','61','61','61','61','61','61','61','61','61','61','61','61','60','1.0','2.25','0.0','','None','Abjuration','0','9','0.0','42','Bugs/Misc','Poison','1','0','','Magic Resist','-10','40','min + level /  2','','0','0','','','0','0','','','1','','1','','1','','1','','','None','NPC','0','2014','200','40','0','0',
'Asphyxiate','Decrease Current Hitpoints by 50 (L59)','Decrease Strength from 39 (L59) to 40 (L60)','Decrease Agility from 39 (L59) to 40 (L60)','DoT for 960 Hit Points (HP) in 20 ticks','','250','61','61','61','61','61','61','61','61','61','61','61','61','61','59','6.0','2.50','0.0','','None','Alteration','20','1','0.0','44','Choking','Current Hitpoints','-50','0','','Strength','-10','0','min + level /  2','Agility','-10','0','min + level /  2','Hit Points (HP)','-48','0','','','1','','1','','1','','1','','','Magic','All','0','2121','200','0','0','0',
'Tashanian','Adding 1 Poison counters','Decrease Magic Resist from 37 (L57) to 39 (L60)','','','','40','61','61','61','61','61','61','61','61','61','61','61','61','61','57','1.0','2.25','0.0','','None','Abjuration','0','9','0.0','42','Bugs/Misc','Poison','1','0','','Magic Resist','-9','43','min + level /  2','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','0','2058','200','0','0','0',
'Overwhelming Splendor','Increase Charisma by 50 (L56)','','','','','175','61','61','61','61','61','61','61','61','61','61','61','61','61','56','5.0','2.25','0.0','','None','Alteration','810','3','0.0','43','Attributes','Charisma','50','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','0','2124','100','0','0','0',
'Torment of Argli','Increase Wisdom from 19 (L56) to 21 (L60)','Decrease Mana by 35 (L56)','Increase Intelligence from 19 (L56) to 21 (L60)','DoT for 560 Hit Points (HP) in 20 ticks','','150','61','61','61','61','61','61','61','61','61','61','61','61','61','56','2.50','2.50','10.0','','None','Evocation','20','7','0.0','64','Striking','Wisdom','1','0','min + level /  3','Mana','-35','0','','Intelligence','1','0','min + level /  3','Hit Points (HP)','-28','0','','','1','','1','','1','','1','','','Magic','All','0','2119','200','0','1','0',
'Wind of Tishani','Adding 1 Poison counters','Decrease Magic Resist by 23 (L55)','','','','45','61','61','61','61','61','61','61','61','61','61','61','61','61','55','1.0','2.25','0.0','','None','Abjuration','0','9','0.0','42','Bugs/Misc','Poison','1','0','','Magic Resist','-10','23','min + level /  2','','0','0','','','0','0','','','1','','1','','1','','1','','','None','NPC','0','2014','200','35','0','0',
'Dementia','Decrease Hit Points (HP) from 615 (L54) to 675 (L60)','Stuns target','','','','250','61','61','61','61','61','61','61','61','61','61','61','61','61','54','6.0','2.50','8.0','','None','Evocation','0','0','0.0','44','Striking','Hit Points (HP)','-75','675','x 10','Stuns','1','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','0','2119','200','0','1','0',
'Recant Magic','Adding 1 Poison counters','Cancel Magic + 9 levels','Cancel Magic + 9 levels','Cancel Magic + 9 levels','','150','61','61','61','61','61','61','61','61','61','61','61','61','61','53','3.50','2.25','6.0','','None','Abjuration','4','7','0.0','42','Magic/Light','Poison','1','0','','Cancel Magic','9','0','','Cancel Magic','9','0','','Cancel Magic','9','0','','','1','','1','','1','','1','','','Magic','All','0','2122','200','0','0','0',
'Color Slant','Stuns target for 8.0 (L52) seconds','Decrease Mana by 100 (L52)','','','','125','61','61','61','61','61','61','61','61','61','61','61','61','61','52','1.50','2.25','12.0','','None','Divination','0','0','0.0','44','Mem Blur','Stuns','8000','0','','Mana','-100','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','Point Blank AoE','0','2026','0','35','0','0',
'Gift of Pure Thought','','Increase Mana by 11 (L59)','','','','350','61','61','61','61','61','61','61','61','61','61','61','61','61','59','4.0','2.25','0.0','','None','Alteration','330','3','0.0','44','Clarity','Charisma','0','0','','Mana','1','11','min + level /  5','','0','0','','','0','0','','','1','','1','','1','','1','','','None','Full Group','0','2076','0','90','0','0',
'Boon of the Clear Mind','','Increase Mana from 7 (L52) to 8 (L60)','','','','175','61','61','61','61','61','61','61','61','61','61','61','61','61','52','3.50','2.25','0.0','','None','Alteration','270','3','0.0','44','Clarity','Charisma','0','0','','Mana','1','0','min + level /  8','','0','0','','','0','0','','','1','','1','','1','','1','','','None','Full Group','0','2076','0','60','0','0',
'Clarity II','','Increase Mana by 11 (L54)','','','','125','61','61','61','61','61','61','61','61','61','61','61','61','61','54','3.50','2.25','0.0','','None','Alteration','330','3','0.0','44','Clarity','Charisma','0','0','','Mana','1','11','min + level /  5','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','0','2120','200','0','0','0',
'Rapture','Stun','Wipe Hate List','','','','500','61','61','61','61','61','61','61','61','61','61','61','61','61','59','2.50','2.25','24.0','','None','Conjuration','4','7','0.0','49','Calm','Stun','1','0','','Wipe Hate List','1','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','0','2059','200','0','0','0',
'Glamour of Kintaz','Stun','Wipe Hate List','','','','350','61','61','61','61','61','61','61','61','61','61','61','61','61','54','2.50','2.25','0.0','','None','Conjuration','4','7','0.0','29','Calm','Stun','1','0','','Wipe Hate List','1','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','0','2059','200','0','0','0',
'Fascination','Stun','Wipe Hate List','','','','200','61','61','61','61','61','61','61','61','61','61','61','61','61','52','3.0','2.25','0.0','','None','Conjuration','5','1','0.0','29','Calm','Stun','1','0','','Wipe Hate List','1','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','NPC','0','2037','200','35','0','0',
'Rune V','Increase Absorb Damage from 620 (L52) to 700 (L60)','','','','','350','61','61','61','61','61','61','61','61','61','61','61','61','61','52','5.0','2.25','0.0','','None','Abjuration','1100','3','0.0','42','Buffing','Absorb Damage','100','700','x 10','Charisma','0','0','','Charisma','0','0','','Charisma','0','0','','Peridot','1','','1','','1','','1','','','None','All','0','2056','100','0','0','0',
'Enlightenment','Wisdom - Unknown Formula','','Intelligence - Unknown Formula','','','200','61','61','61','61','61','61','61','61','61','61','61','61','61','57','4.50','2.25','0.0','','None','Alteration','600','3','0.0','43','Attributes','Wisdom','1','0','121','Charisma','0','0','','Intelligence','1','0','121','','0','0','','','1','','1','','1','','1','','','None','All','0','2120','100','0','0','0',
'Collaboration','Increase Faction by 300 (L51)','','','','','75','61','61','61','61','61','61','61','61','61','61','61','61','61','51','3.50','2.25','2.50','','None','Alteration','0','0','0.0','70','Calm','Faction','300','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','0','2059','200','0','0','0',
'Theft of Thought','Decrease Mana from 346 (L51) to 400 (L60) and adds it to yours','','','','','25','61','61','61','61','61','61','61','61','61','61','61','61','61','51','2.0','2.25','300.0','','None','Alteration','0','0','0.0','43','Bugs/Misc','Mana','-40','400','x 6','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','Drain','0','2059','200','0','0','0',
'Muzzle of Mardu','Summoning Muzzle of Mardu','','','','','100','61','61','61','61','61','61','61','61','61','61','61','61','56','61','4.0','2.25','0.0','','None','Conjuration','0','0','0.0','43','Summoning','Summon Item','1348','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','Self','0','2106','0','0','0','0',
'Pouch of Quellious','Summoning Pouch (Summoned) 4 Slot','Summoning Shurikens (Summoned)','Summoning Shurikens (Summoned)','Summoning Shurikens (Summoned)','','60','61','61','61','61','61','61','61','61','61','61','61','61','55','61','4.0','2.25','0.0','','None','Conjuration','0','0','0.0','43','Summoning','Summon Item','17309','0','','Summon Item','8333','20','min + level','Summon Item','8338','20','min + level','Summon Item','8339','20','min + level','','1','','1','','1','','1','','','None','Self','0','2106','0','0','0','0',
'Bandoleer of Luclin','Summoning Pouch (Summoned) 6 Slot','Summoning Knife of Luclin (Summoned)','Summoning Knife of Luclin (Summoned)','Summoning Knife of Luclin (Summoned)','','60','61','61','61','61','61','61','61','61','61','61','61','61','54','61','4.0','2.25','0.0','','None','Conjuration','0','0','0.0','43','Summoning','Summon Item','17308','0','','Summon Item','8319','20','min + level','Summon Item','8336','20','min + level','Summon Item','8337','20','min + level','','1','','1','','1','','1','','','None','Self','0','2106','0','0','0','0',
'Quiver of Marr','Summoning Quiver (Summoned)','Summoning Arrows (Summoned)','Summoning Arrows (Summoned)','Summoning Arrows (Summoned)','','60','61','61','61','61','61','61','61','61','61','61','61','61','53','61','4.0','2.25','0.0','','None','Conjuration','0','0','0.0','43','Summoning','Summon Item','17307','0','','Summon Item','8318','20','min + level','Summon Item','8334','20','min + level','Summon Item','8335','20','min + level','','1','','1','','1','','1','','','None','Self','0','2106','0','0','0','0',
'Bristlebane's Bundle','Summoning Summoned Ale','Summoning Summoned Cake','Summoning Spinning Bottle','Summoning A Firework','','50','61','61','61','61','61','61','61','61','61','61','61','61','52','61','4.0','2.25','0.0','','None','Conjuration','0','0','0.0','43','Summoning','Summon Item','8991','20','min + level','Summon Item','8992','20','min + level','Summon Item','8993','20','min + level /  4','Summon Item','8990','20','min + level','','1','','1','','1','','1','','','None','Self','0','2106','0','0','0','0',
